,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
86,25566,The Democratic candidate,,Male,The Democratic candidate,60-64,White 60+,46,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,3.71156811714172,White men,White,California,Favorable,Minor changes,No,Approve,Justified,About right,Jewish,No group is favored,Health care,Somewhat important
88,25568,The Republican candidate,The Republican candidate,Female,,65 or over,White 60+,1,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,.342905282974243,White women,White,California,Unfavorable,Major changes,No,Approve,Politically motivated,About right,Other Christian,Whites are favored over minorities,Immigration,Somewhat important
89,25569,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,4,Attended college but received no degree,No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,West,Rural,Other,Version 2,2.15793013572693,White women,White,California,Favorable,Major changes,Omit,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Somewhat important
91,25571,The Republican candidate,The Republican candidate,Female,Other,65 or over,White 60+,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,.201146647334099,White women,White,California,Unfavorable,No changes at all,No,Omit,Politically motivated,Too tough,Protestant,No group is favored,The economy,Not at all important
92,25572,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,11,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,West,Suburbs,White suburban women,Version 2,3.19201970100403,White women,White,California,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
93,25573,The Democratic candidate,The Democratic candidate,Male,Other,50-59,Latino 45-59,12,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Hispanic/Latino,West,"Cities over 500,000",Other,Version 2,.782954335212708,Latino men,Non-white,California,Favorable,Minor changes,Omit,Approve,Justified,Omit,None,Whites are favored over minorities,Gun policy,Very important
94,25574,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,All others,17,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Other,West,Suburbs,Other,Version 2,.560022354125977,All other races,Non-white,California,Favorable,Major changes,No,Approve,Justified,Too tough,None,No group is favored,Immigration,Somewhat important
96,25576,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,40-44,White 30-44,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 2,.73655241727829,White men,White,California,Unfavorable,Minor changes,No,Approve,Justified,Too tough,None,No group is favored,Health care,Somewhat important
97,25577,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Rural,Other,Version 2,.26183757185936,White men,White,California,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,None,No group is favored,Immigration,Not at all important
98,25578,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,40-44,White 30-44,37,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,.841432750225067,White men,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
99,25579,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,51,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities 10,000-50,000",Other,Version 2,.974915206432343,White men,White,California,Omit,Minor changes,No,Omit,Justified,Omit,None,Omit,Health care,Omit
100,25580,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,52,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,1.77461159229279,White women,White,California,Omit,Major changes,Yes,Disapprove,Justified,Too tough,None,Whites are favored over minorities,Immigration,Very important
442,25922,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,4,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban women,Version 2,2.90725350379944,White women,White,Nevada,Omit,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Gun policy,Very important
443,25923,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,"Cities over 500,000",Other,Version 2,1.21849608421326,White men,White,Nevada,Favorable,Major changes,Omit,Approve,Justified,Too tough,Jewish,Whites are favored over minorities,Health care,Very important
444,25924,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,2,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,Suburbs,White suburban men,Version 2,9.94320201873779,White men,White,Nevada,Unfavorable,Minor changes,No,Approve,Politically motivated,About right,None,No group is favored,Immigration,Somewhat important
445,25925,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,2,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Rural,Other,Version 2,16.4054431915283,White men,White,Nevada,Unfavorable,Major changes,No,Omit,Politically motivated,About right,Other Christian,Minorities are favored over whites,The economy,Somewhat important
446,25926,The Republican candidate,The Republican candidate,Male,The Republican candidate,60-64,Latino 60+,3,Attended college but received no degree,Yes,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,Other,Version 2,6.96698474884033,Latino men,Non-white,Nevada,Unfavorable,Minor changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,No group is favored,The economy,Not at all important
447,25927,The Republican candidate,The Republican candidate,Female,The Republican candidate,60-64,White 60+,3,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 2,6.41355562210083,White women,White,Nevada,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Catholic,No group is favored,The economy,Not at all important
1398,26879,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,60-64,White 60+,31,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,Suburbs,White suburban women,Version 2,1.03850448131561,White women,White,California,Omit,Major changes,No,Approve,Omit,Too tough,Protestant,Minorities are favored over whites,Omit,Somewhat important
1401,26882,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Latino 60+,51,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,.957699716091156,Latino women,Non-white,California,Unfavorable,Major changes,Yes,Approve,Politically motivated,Too tough,Catholic,Whites are favored over minorities,Health care,Somewhat important
1404,26885,Did not vote,Did not vote,Female,Other,45-49,All others,8,Attended college but received no degree,No,All Other,Something else,Independent Women,Moderate,Moderate Independents,Other,West,Suburbs,Other,Version 2,1.23438191413879,All other races,Non-white,California,Omit,No changes at all,Omit,Omit,Omit,Omit,Other Christian,Omit,Omit,Somewhat important
1406,26887,The Republican candidate,The Republican candidate,Female,Other,65 or over,White 60+,7,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,2.83913588523865,White women,White,California,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Protestant,No group is favored,Immigration,Somewhat important
1407,26888,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Black 45-59,16,Attended college but received no degree,No,Black Independent,Something else,Independent Women,Liberal,Liberal Independents,Black,West,"Cities over 500,000",Other,Version 2,1.51379609107971,Black women,Non-white,California,Omit,Major changes,Yes,Disapprove,Politically motivated,Not tough enough,Other Christian,No group is favored,Gun policy,Very important
1408,26889,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,10,Never attended college,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 2,.971633851528168,White men,White,California,Favorable,No changes at all,Yes,Approve,Politically motivated,About right,Catholic,No group is favored,Immigration,Very important
1410,26891,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Latino 60+,38,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,.513449311256409,Latino women,Non-white,California,Favorable,Major changes,Yes,Disapprove,Omit,Too tough,Catholic,No group is favored,The economy,Very important
1411,26892,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,4,Attended college but received no degree,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 2,.399802178144455,White men,White,California,Favorable,Major changes,No,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
1413,26894,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,33,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,White suburban men,Version 2,.78037416934967,White men,White,California,Favorable,Minor changes,No,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
1414,26895,The Democratic candidate,The Democratic candidate,Female,,65 or over,Black 60+,5,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 2,.952972054481506,Black women,Non-white,California,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Immigration,Very important
1415,26896,The Republican candidate,The Republican candidate,Male,Other,60-64,White 60+,35,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Conservative,Conservative Independents,White,West,"Cities 50,000-500,000",Other,Version 2,2.04931330680847,White men,White,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Catholic,Minorities are favored over whites,Immigration,Not at all important
