,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
384,25864,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,48,Attended college but received no degree,No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Suburbs,White suburban men,Version 3,3.11292719841003,White men,White,California,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Catholic
385,25865,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,14,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,Suburbs,White suburban women,Version 3,1.10108375549316,White women,White,California,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,Yes,Catholic
386,25866,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Rural,Other,Version 3,1.70058786869049,White men,White,California,Never,Protestant/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married men,No,Protestant
387,25867,The Republican candidate,The Republican candidate,Female,Other,60-64,White 60+,42,Attended college but received no degree,No,White Independent,Something else,Independent Women,Conservative,Conservative Independents,White,West,Suburbs,White suburban women,Version 3,1.07896411418915,White women,White,California,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Immigration,No,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Not too serious,Non married women,No,Catholic
388,25868,The Republican candidate,Other,Female,,65 or over,White 60+,53,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,.586637139320374,White women,White,California,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,No,Women without children,Somewhat disapprove,Somewhat important,The Republican Party,Oppose,Very serious,Non married women,No,Catholic
389,25869,The Republican candidate,The Republican candidate,Female,The Democratic candidate,65 or over,White 60+,43,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,Suburbs,White suburban women,Version 3,.536551773548126,White women,White,California,Never,Protestant/Do not attend weekly,No children in home,No,No,No,No,Immigration,Yes,Women without children,Somewhat approve,Somewhat important,Omit,Oppose,Not too serious,Married women,Yes,Protestant
390,25870,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,Latino 60+,2,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,Suburbs,Other,Version 3,2.2378146648407,Latino women,Non-white,California,A few times a month,Catholic/Do not attend weekly,No children in home,No,No,No,No,Immigration,Yes,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Oppose,Somewhat serious,Married women,Yes,Catholic
391,25871,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,11,Never attended college,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,West,Suburbs,White suburban women,Version 3,4.76016283035278,White women,White,California,Never,All others,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Other
392,25872,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,Latino 45-59,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Asian,West,Suburbs,Other,Version 3,1.57188856601715,Latino men,Non-white,California,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Immigration,Yes,Men with children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,No,None
394,25874,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,3,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,White,West,Suburbs,White suburban men,Version 3,.431478202342987,White men,White,California,Never,Catholic/Do not attend weekly,No children in home,Yes,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Catholic
395,25875,The Republican candidate,The Republican candidate,Male,The Democratic candidate,50-59,Latino 45-59,29,Never attended college,Yes,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,Suburbs,Other,Version 3,5.1991229057312,Latino men,Non-white,California,Once a week or more,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Very serious,Married men,No,Other Christian
397,25877,The Republican candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,16,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,1.21996796131134,White women,White,California,Never,All others,No children in home,No,No,No,No,Immigration,No,Women without children,Strongly approve,Not at all important,Omit,Support,Very serious,Non married women,Yes,None
398,25878,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,Latino 18-29,14,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Liberal,Liberal Independents,White,West,"Cities over 500,000",Other,Version 3,2.21627831459045,Latino men,Non-white,California,Never,All others,No children in home,No,No,No,No,The economy,No,Men without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Non married men,No,Other
399,25879,The Republican candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,West,"Cities 50,000-500,000",Other,Version 3,.449184209108353,White women,White,California,Once a week or more,Protestant/Attend weekly,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly approve,Somewhat important,Omit,Omit,Somewhat serious,Married women,No,Protestant
400,25880,Other,The Republican candidate,Male,The Democratic candidate,30-39,Latino 30-44,33,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Independent,Independent,Independent Men,Conservative,Conservative Independents,Other,West,"Cities over 500,000",Other,Version 3,.862056434154511,Latino men,Non-white,California,Once a week or more,Catholic/Attend weekly,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Men with children,Somewhat approve,Very important,The Democratic Party,Support,Somewhat serious,Married men,No,Catholic
401,25881,The Republican candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,33,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 3,.430250227451324,White men,White,California,Never,All others,No children in home,No,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Omit,Somewhat serious,Married men,No,None
654,26135,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,Latino 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,Other,West,"Cities over 500,000",Other,Version 3,1.44074189662933,Latino women,Non-white,Nevada,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Immigration,No,Women without children,Strongly approve,Very important,The Republican Party,Support,Somewhat serious,Non married women,No,Protestant
655,26136,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,West,"Cities over 500,000",Other,Version 3,4.1124210357666,White women,White,Nevada,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,Protestant
656,26137,Other,Other,Male,,65 or over,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities over 500,000",Other,Version 3,2.43699216842651,White men,White,Nevada,A few times a month,Protestant/Do not attend weekly,No children in home,No,No,No,No,Immigration,Yes,Men without children,Somewhat approve,Not at all important,Omit,Support,Not too serious,Married men,Yes,Protestant
658,26139,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 3,19.6162452697754,White men,White,Nevada,Never,Catholic/Do not attend weekly,"Yes, both boys and girls",Yes,Yes,Yes,Yes,The economy,No,Men with children,Strongly approve,Omit,The Republican Party,Support,Not too serious,Non married men,No,Catholic
659,26140,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 3,4.27570390701294,White women,White,Nevada,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,Yes,Catholic
878,26359,The Republican candidate,The Republican candidate,Female,The Democratic candidate,50-59,White 45-59,7,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 3,.804157555103302,White women,White,California,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,The economy,No,Women without children,Somewhat approve,Very important,The Democratic Party,Oppose,Very serious,Non married women,No,Protestant
879,26360,The Democratic candidate,The Republican candidate,Male,The Democratic candidate,65 or over,All others,41,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Men,Liberal,Liberal Independents,Asian,West,Suburbs,Other,Version 3,3.18487429618835,All other races,Non-white,California,A few times a month,All others,No children in home,No,No,No,No,Immigration,Yes,Men without children,Somewhat approve,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,Yes,Other
