,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
618,26099,1,,2,,8,12,7,2,,6,1,2,3,5,3,1,3,3,Version 4,.606921672821045,6,2,5,1,1,2,2,2,2,1.0,3.0,2.0,3,2,2,2
621,26102,1,,1,,8,4,4,3,,2,1,1,2,7,1,1,1,1,Version 4,.964551031589508,1,1,5,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
622,26103,1,,1,,1,1,2,3,,3,3,3,1,4,1,1,1,1,Version 4,7.07620429992676,1,1,5,2,1,2,2,2,3,4.0,2.0,1.0,2,2,2,2
623,26104,1,,2,,6,3,2,2,,2,1,2,1,5,1,1,1,2,Version 4,2.28331112861633,2,1,5,2,1,2,2,1,3,3.0,2.0,2.0,3,2,2,3
624,26105,2,,1,,8,4,2,1,,1,2,5,1,2,1,1,1,1,Version 4,4.89341592788696,1,1,5,2,2,1,1,2,2,2.0,1.0,2.0,2,1,1,3
625,26106,1,,1,,8,4,5,3,,2,1,1,2,7,1,1,2,3,Version 4,.643034040927887,1,1,5,2,1,2,2,3,2,4.0,2.0,2.0,2,2,3,3
626,26107,2,,2,,6,3,5,2,,3,3,4,3,3,1,1,2,3,Version 4,4.44422960281372,2,1,5,2,2,3,2,1,2,5.0,2.0,1.0,2,3,4,2
627,26108,2,,1,,3,13,5,4,,1,2,5,3,1,4,1,2,3,Version 4,7.13792991638184,7,2,5,2,2,1,1,4,2,4.0,4.0,2.0,2,4,4,3
628,26109,2,,1,,6,3,5,4,,3,4,3,1,4,1,1,5,3,Version 4,3.68369054794312,1,1,5,1,2,1,1,1,2,3.0,2.0,2.0,1,1,1,3
629,26110,2,,1,,7,4,3,4,,3,3,3,3,3,1,1,5,3,Version 4,2.05521297454834,1,1,5,1,2,3,2,1,2,5.0,2.0,2.0,1,3,2,2
630,26111,1,,2,,6,3,3,5,,3,3,4,1,4,1,1,5,3,Version 4,.800975203514099,2,1,5,2,1,2,2,2,3,5.0,2.0,2.0,2,2,2,3
631,26112,1,,1,,8,4,1,3,,3,3,3,1,4,1,1,3,3,Version 4,1.8773992061615,1,1,5,2,1,2,2,2,3,3.0,2.0,2.0,4,2,3,3
632,26113,1,,2,,8,8,5,1,,4,1,2,1,5,2,1,2,3,Version 4,6.18481016159058,4,2,5,2,2,3,2,3,4,2.0,3.0,2.0,4,3,2,3
633,26114,1,,1,,7,4,4,2,,2,1,1,2,7,1,1,2,3,Version 4,3.19869494438171,1,1,5,2,1,2,2,2,3,3.0,2.0,2.0,3,2,2,3
634,26115,1,,1,,7,4,5,5,,3,3,3,1,4,1,1,1,1,Version 4,.841565847396851,1,1,5,2,1,2,2,2,3,3.0,2.0,2.0,2,3,2,3
635,26116,1,,2,,4,10,5,5,,6,1,2,2,7,3,1,2,3,Version 4,2.7118775844574,6,2,5,2,1,2,2,2,2,2.0,3.0,1.0,2,2,3,3
636,26117,1,,1,,7,4,1,5,,3,3,3,1,4,1,1,1,1,Version 4,.841565847396851,1,1,5,2,1,2,2,3,3,4.0,2.0,2.0,2,2,2,3
637,26118,2,,1,,6,13,4,1,,1,2,5,3,1,6,1,1,3,Version 4,6.99793577194214,7,2,5,1,2,1,1,1,1,1.0,3.0,2.0,1,1,1,3
639,26120,2,,2,,7,4,1,4,,3,3,4,3,3,1,1,1,2,Version 4,2.38971161842346,2,1,5,1,2,1,1,1,2,4.0,2.0,2.0,2,2,1,3
641,26122,2,,2,,8,4,6,4,,3,3,4,3,3,1,1,1,2,Version 4,1.11308431625366,2,1,5,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,3
642,26123,2,,1,,1,1,2,2,,1,2,5,3,1,1,1,5,3,Version 4,11.9669799804688,1,1,5,1,2,1,1,2,1,1.0,1.0,2.0,2,1,2,2
643,26124,2,,2,,8,4,3,5,,1,2,6,3,1,1,1,2,3,Version 4,.455784291028976,2,1,5,1,2,1,1,1,1,4.0,2.0,2.0,2,1,2,3
644,26125,2,,2,,8,4,3,2,,1,2,6,3,1,1,1,5,3,Version 4,.433095902204514,2,1,5,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,3
660,26141,2,,2,,4,2,10,4,,1,2,6,1,2,1,2,1,2,Version 4,1.22982954978943,2,1,11,1,2,1,1,2,1,4.0,2.0,2.0,2,2,2,2
661,26142,1,,1,,8,4,14,5,,3,3,3,1,4,1,2,1,1,Version 4,.434751212596893,1,1,11,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
662,26143,1,,1,,5,3,11,5,,3,4,3,1,4,1,2,1,1,Version 4,3.07369470596313,1,1,11,2,1,2,2,2,3,5.0,2.0,2.0,2,2,3,3
664,26145,1,,1,,7,4,5,5,,2,1,1,2,7,1,2,1,1,Version 4,.31969478726387,1,1,11,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
665,26146,1,,2,,5,7,14,5,,4,1,2,2,7,2,2,2,3,Version 4,.911506235599518,4,2,11,2,1,2,2,2,3,5.0,4.0,2.0,2,1,2,3
666,26147,2,,1,,5,3,11,3,,1,2,5,3,1,1,2,1,1,Version 4,4.73225975036621,1,1,11,1,2,1,1,1,1,2.0,1.0,2.0,2,2,2,1
667,26148,1,,1,,5,7,7,1,,4,1,1,1,5,2,2,3,3,Version 4,4.89308023452759,3,2,11,2,1,2,2,3,2,1.0,3.0,2.0,3,3,2,2
668,26149,1,,1,,4,6,3,2,,4,1,1,2,7,2,2,3,3,Version 4,7.62628889083862,3,2,11,2,1,2,2,2,2,2.0,3.0,1.0,3,2,3,3
670,26151,2,,1,,7,4,1,2,,3,4,3,3,3,1,2,3,3,Version 4,1.82268440723419,1,1,11,1,2,1,1,2,2,3.0,2.0,2.0,2,2,4,3
671,26152,2,,2,,5,3,16,4,,1,2,6,1,2,1,2,1,2,Version 4,1.02393567562103,2,1,11,1,2,1,1,2,1,4.0,2.0,2.0,2,2,4,2
672,26153,1,,1,,8,4,17,2,,2,1,1,2,7,1,2,2,3,Version 4,1.65243923664093,1,1,11,2,1,2,2,2,2,3.0,2.0,2.0,2,2,3,3
673,26154,1,,2,,8,4,13,4,,2,1,2,2,7,1,2,1,2,Version 4,.211419716477394,2,1,11,2,1,2,2,3,3,2.0,1.0,2.0,2,2,2,3
675,26156,2,,2,,3,2,13,2,,1,2,6,3,1,1,2,2,3,Version 4,7.25632190704346,2,1,11,1,2,1,1,1,1,5.0,2.0,2.0,2,4,2,2
676,26157,2,,1,,8,4,15,2,,1,2,5,3,1,1,2,5,3,Version 4,.826219618320465,1,1,11,1,2,1,1,2,1,1.0,1.0,2.0,2,1,1,2
677,26158,1,,1,,1,1,9,4,,3,4,3,2,6,1,2,1,1,Version 4,5.84179019927979,1,1,11,2,2,3,2,2,3,2.0,1.0,1.0,3,2,3,3
678,26159,1,,1,,1,1,14,4,,2,1,1,2,7,1,2,1,1,Version 4,6.00267124176025,1,1,11,1,1,4,1,1,2,3.0,2.0,2.0,2,2,2,2
679,26160,1,,1,,8,8,2,3,,4,1,1,1,5,2,2,1,3,Version 4,.40617823600769,3,2,11,3,1,5,3,2,4,2.0,3.0,2.0,2,2,4,2
680,26161,1,,1,,7,4,6,2,,2,1,1,1,5,1,2,1,1,Version 4,1.21512293815613,1,1,11,2,1,2,2,2,3,3.0,2.0,2.0,2,3,3,3
681,26162,1,,1,,8,8,9,2,,4,1,1,3,5,2,2,1,3,Version 4,.449046313762665,3,2,11,2,1,4,1,2,2,2.0,3.0,2.0,3,3,2,3
682,26163,1,,1,,8,4,13,2,,2,1,1,1,5,1,2,1,1,Version 4,1.26387786865234,1,1,11,2,1,2,2,2,3,2.0,1.0,2.0,2,2,2,3
683,26164,1,,2,,8,4,12,2,,3,3,4,2,6,1,2,5,3,Version 4,.503351211547852,2,1,11,2,1,2,2,3,3,3.0,2.0,2.0,4,3,3,3
686,26167,1,,2,,8,8,17,3,,4,1,2,2,7,2,2,2,3,Version 4,.211496382951736,4,2,11,2,1,2,2,2,3,1.0,3.0,2.0,2,2,2,3
687,26168,1,,1,,6,7,2,4,,4,1,1,1,5,2,2,1,3,Version 4,1.01406288146973,3,2,11,2,1,2,2,3,3,4.0,4.0,2.0,4,3,3,3
688,26169,1,,1,,6,7,3,2,,4,1,1,2,7,2,2,3,3,Version 4,.789134204387665,3,2,11,2,1,2,2,2,3,1.0,3.0,2.0,3,3,1,3
689,26170,2,,2,,7,4,6,2,,3,3,4,1,4,1,2,1,2,Version 4,2.82578349113464,2,1,11,1,2,1,1,1,1,3.0,2.0,2.0,2,3,1,3
690,26171,2,,2,,8,4,17,1,,1,2,6,3,1,1,2,1,2,Version 4,1.4806604385376,2,1,11,1,2,1,1,1,1,3.0,2.0,2.0,2,1,2,2
691,26172,2,,2,,8,4,14,2,,1,2,6,1,2,1,2,1,2,Version 4,2.63239741325378,2,1,11,1,2,1,1,1,1,4.0,2.0,2.0,1,1,3,3
692,26173,2,,1,,8,4,5,2,,1,2,5,3,1,1,2,1,1,Version 4,.826219618320465,1,1,11,1,2,3,2,4,1,3.0,2.0,2.0,4,2,4,2
693,26174,2,,1,,8,4,16,2,,1,2,5,3,1,1,2,5,3,Version 4,1.23932945728302,1,1,11,1,2,1,1,2,1,1.0,1.0,2.0,1,2,1,3
694,26175,2,,1,,8,8,1,1,,1,2,5,1,2,2,2,3,3,Version 4,3.09097003936768,3,2,11,1,1,4,1,2,4,2.0,3.0,2.0,1,1,4,2
782,26263,1,,2,,6,11,2,4,1.0,7,3,4,1,4,3,1,5,3,Version 4,1.28575384616852,6,2,29,2,3,5,3,2,1,5.0,4.0,2.0,2,2,2,3
783,26264,3,,2,,3,10,1,1,1.0,7,3,4,3,3,6,1,5,3,Version 4,9.67565727233887,6,2,29,2,3,5,1,2,2,1.0,3.0,2.0,4,2,2,3
784,26265,1,,1,,6,3,3,4,2.0,1,2,5,3,1,1,1,3,3,Version 4,.789079189300537,1,1,29,1,3,5,3,1,1,2.0,1.0,2.0,1,1,1,3
785,26266,1,,1,,6,13,1,4,2.0,8,3,3,3,3,4,1,3,3,Version 4,1.46216261386871,7,2,29,1,2,3,2,3,2,1.0,3.0,2.0,2,1,3,3
787,26268,1,,2,,8,12,3,2,1.0,7,4,4,1,4,3,1,4,3,Version 4,.195012032985687,6,2,29,1,2,1,1,2,1,1.0,3.0,2.0,3,1,2,3
789,26270,1,,2,,7,12,3,2,1.0,6,1,2,1,5,3,1,2,3,Version 4,.573609173297882,6,2,29,2,1,2,2,2,3,4.0,4.0,2.0,2,2,2,3
790,26271,1,,1,,7,12,2,5,1.0,6,1,1,1,5,3,1,1,3,Version 4,.757871329784393,5,2,29,3,1,2,2,2,3,3.0,4.0,2.0,2,3,3,3
791,26272,1,,2,,2,9,2,5,1.0,7,3,4,1,4,3,1,5,3,Version 4,.919562339782715,6,2,29,2,2,3,2,1,3,3.0,4.0,2.0,2,2,3,3
792,26273,1,,1,,8,12,2,2,1.0,6,1,1,3,5,3,1,5,3,Version 4,1.42961192131042,5,2,29,2,1,2,2,2,2,2.0,3.0,2.0,3,3,3,3
793,26274,1,,1,,8,4,3,2,2.0,1,2,5,3,1,1,1,1,1,Version 4,.698838531970978,1,1,29,1,2,1,1,1,1,4.0,2.0,2.0,1,1,2,2
848,26329,1,,1,,8,12,1,4,,6,1,1,2,7,3,4,5,3,Version 4,.301651388406754,5,2,43,2,1,2,2,3,3,1.0,3.0,2.0,4,3,3,3
971,26452,2,2.0,2,2.0,3,2,2,5,,3,3,4,1,4,1,3,2,3,Version 4,3.62714123725891,2,1,40,1,2,3,2,1,2,4.0,2.0,2.0,2,2,1,3
973,26454,1,1.0,2,1.0,8,4,2,3,,2,1,2,1,5,1,3,2,3,Version 4,.539638161659241,2,1,40,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
974,26455,1,1.0,2,1.0,8,4,8,2,,3,3,4,1,4,1,3,5,3,Version 4,1.82522654533386,2,1,40,2,1,2,2,2,3,4.0,2.0,2.0,2,2,2,3
975,26456,1,1.0,1,1.0,5,3,1,3,,3,4,3,2,6,1,3,5,3,Version 4,3.28120899200439,1,1,40,2,1,2,2,3,3,2.0,1.0,2.0,5,3,2,1
976,26457,2,2.0,2,2.0,8,4,7,2,,1,2,6,3,1,1,3,5,3,Version 4,1.82522654533386,2,1,40,1,2,1,1,1,1,2.0,1.0,2.0,1,2,1,3
977,26458,2,2.0,1,2.0,8,8,1,2,,5,3,3,1,4,2,3,5,3,Version 4,.952568292617798,3,2,40,1,2,1,1,1,1,1.0,3.0,2.0,2,2,1,3
978,26459,2,2.0,2,2.0,5,3,4,3,,3,4,4,3,3,1,3,1,2,Version 4,1.96015810966492,2,1,40,1,2,1,1,1,1,3.0,2.0,2.0,2,1,2,1
979,26460,2,2.0,2,2.0,8,4,2,1,,1,2,6,2,2,1,3,2,3,Version 4,2.05329251289368,2,1,40,1,2,1,1,2,2,2.0,1.0,2.0,2,2,2,3
983,26464,1,1.0,2,1.0,5,3,3,4,,2,1,2,2,7,1,3,1,2,Version 4,4.14563179016113,2,1,40,2,1,2,2,1,2,4.0,2.0,2.0,1,4,3,3
984,26465,2,2.0,2,2.0,6,3,7,5,,3,3,4,3,3,1,3,3,3,Version 4,2.4638512134552,2,1,40,1,2,5,3,2,1,4.0,2.0,2.0,1,2,2,4
985,26466,1,1.0,1,1.0,8,4,2,4,,2,1,1,2,7,1,3,2,3,Version 4,1.47232890129089,1,1,40,2,1,2,2,2,3,1.0,1.0,2.0,3,2,3,1
986,26467,1,1.0,1,1.0,6,3,5,5,,2,1,1,1,5,1,3,3,3,Version 4,3.09327507019043,1,1,40,2,1,2,2,1,3,5.0,2.0,2.0,2,1,3,3
1001,26482,1,,1,,8,8,3,1,,4,1,1,1,5,2,3,5,3,Version 4,3.04729008674622,3,2,22,2,1,2,2,2,2,1.0,3.0,2.0,3,2,2,2
1002,26483,1,,1,,6,3,1,1,,3,3,3,1,4,1,3,1,1,Version 4,9.40288162231445,1,1,22,1,1,2,2,2,3,1.0,1.0,2.0,4,2,2,3
1003,26484,2,,2,,8,4,3,4,,1,2,6,2,2,1,3,5,3,Version 4,.20843206346035,2,1,22,1,2,1,1,2,1,3.0,2.0,2.0,2,2,2,2
1142,26623,1,1.0,1,1.0,6,3,3,2,,2,1,1,1,5,1,2,5,3,Version 4,3.97219705581665,1,1,46,2,1,2,2,2,2,3.0,2.0,2.0,3,3,2,3
1144,26625,2,2.0,1,2.0,6,3,1,3,,1,2,5,3,1,1,2,2,3,Version 4,1.17440164089203,1,1,46,2,2,1,1,2,2,3.0,2.0,2.0,2,1,4,3
1145,26626,2,2.0,2,2.0,6,3,1,1,,1,2,6,1,2,1,2,5,3,Version 4,7.11853647232056,2,1,46,1,2,1,1,1,3,5.0,2.0,2.0,2,2,3,3
1147,26628,1,2.0,1,1.0,6,3,8,5,,3,3,3,1,4,1,2,1,1,Version 4,1.04507172107697,1,1,46,2,1,2,2,2,3,4.0,2.0,2.0,3,3,2,3
1149,26630,1,1.0,1,1.0,7,4,2,4,,2,1,1,2,7,1,2,2,3,Version 4,1.06794726848602,1,1,46,2,1,2,2,2,3,3.0,2.0,2.0,2,2,3,3
1150,26631,2,2.0,2,2.0,8,4,8,1,,1,2,6,3,1,1,2,2,3,Version 4,5.91321516036987,2,1,46,1,2,1,1,1,2,4.0,2.0,2.0,1,1,2,2
1151,26632,1,1.0,1,1.0,1,1,8,5,,2,1,1,2,7,1,2,2,3,Version 4,6.5441427230835,1,1,46,2,1,2,2,2,3,1.0,1.0,2.0,2,3,4,3
1152,26633,2,2.0,1,2.0,8,4,5,4,,3,3,3,3,3,1,2,5,3,Version 4,2.12005805969238,1,1,46,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,3
1153,26634,1,1.0,1,1.0,3,2,3,5,,2,1,1,2,7,1,2,5,3,Version 4,4.49178266525269,1,1,46,2,1,2,2,3,3,3.0,2.0,2.0,4,2,3,3
1221,26702,2,2.0,1,2.0,5,3,1,3,,3,4,3,3,3,1,2,5,3,Version 4,1.86986660957336,1,1,33,1,2,1,1,1,2,4.0,2.0,2.0,2,1,1,3
1222,26703,1,1.0,1,1.0,8,4,8,2,,2,1,1,2,7,1,2,2,3,Version 4,2.61172580718994,1,1,33,2,1,2,2,2,3,3.0,2.0,2.0,4,2,3,4
1226,26707,1,1.0,1,1.0,8,4,15,2,,2,1,1,2,7,1,2,1,1,Version 4,1.30586290359497,1,1,33,2,1,2,2,2,3,3.0,2.0,2.0,4,2,3,3
1227,26708,1,1.0,1,1.0,5,3,15,4,,1,2,5,2,2,1,2,3,3,Version 4,2.03178977966309,1,1,33,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
1228,26709,1,1.0,2,1.0,8,8,10,3,,4,1,2,3,5,2,2,2,3,Version 4,.668551743030548,4,2,33,2,1,2,2,2,3,3.0,4.0,2.0,2,2,2,3
1229,26710,1,1.0,2,1.0,8,8,12,1,,4,1,2,2,7,2,2,1,3,Version 4,5.08760213851929,4,2,33,2,1,2,2,2,3,4.0,4.0,2.0,2,2,3,3
1230,26711,1,1.0,2,1.0,1,1,3,3,,3,3,4,1,4,1,2,3,3,Version 4,4.63642358779907,2,1,33,2,1,4,1,3,2,4.0,2.0,2.0,3,2,3,3
1231,26712,1,1.0,2,1.0,7,4,16,4,,2,1,2,1,5,1,2,1,2,Version 4,1.9657678604126,2,1,33,2,1,2,2,2,3,3.0,2.0,2.0,3,2,3,3
1232,26713,1,2.0,2,1.0,6,7,3,2,,5,3,4,3,3,2,2,3,3,Version 4,5.80098247528076,4,2,33,2,1,4,1,3,2,1.0,3.0,2.0,3,3,3,2
1233,26714,1,1.0,1,1.0,6,3,9,2,,2,1,1,1,5,1,2,2,3,Version 4,1.14743304252625,1,1,33,2,1,2,2,2,2,3.0,2.0,2.0,4,2,2,3
1234,26715,2,2.0,2,2.0,6,3,15,5,,3,3,4,1,4,1,2,5,3,Version 4,2.80815601348877,2,1,33,1,3,5,1,1,2,2.0,1.0,2.0,2,1,2,2
1235,26716,1,1.0,1,1.0,6,3,1,4,,2,1,1,1,5,1,2,1,1,Version 4,2.94897651672363,1,1,33,2,1,5,3,2,3,5.0,2.0,2.0,2,2,3,3
1236,26717,1,1.0,1,1.0,8,4,15,4,,2,1,1,2,7,1,2,3,3,Version 4,2.44965147972107,1,1,33,2,1,2,2,2,3,4.0,2.0,2.0,2,3,3,3
1237,26718,2,2.0,2,1.0,3,2,6,1,,1,2,6,3,1,1,2,5,3,Version 4,15.9332399368286,2,1,33,1,2,1,1,2,1,4.0,2.0,2.0,2,1,2,3
1276,26757,1,,1,,4,13,1,5,,8,1,1,2,7,4,4,1,3,Version 4,1.0175666809082,7,2,17,2,1,2,2,3,3,2.0,3.0,2.0,3,2,2,1
1277,26758,1,,2,,8,4,1,5,,3,3,4,1,4,1,4,1,2,Version 4,.300776809453964,2,1,17,2,1,2,2,1,3,5.0,2.0,2.0,2,2,3,3
1278,26759,2,,1,,8,4,2,1,,1,2,5,3,1,1,4,1,1,Version 4,1.6146080493927,1,1,17,1,2,1,1,3,1,2.0,1.0,2.0,2,2,2,3
1372,26853,2,,1,,8,4,12,5,2.0,1,2,5,3,1,1,4,3,3,Version 4,.333861768245697,1,1,30,1,2,1,1,2,1,2.0,1.0,2.0,1,2,4,4
1375,26856,1,,2,,2,1,12,5,2.0,2,1,2,2,7,1,4,3,3,Version 4,3.47880244255066,2,1,30,2,1,2,2,2,2,4.0,2.0,2.0,2,2,2,3
1377,26858,1,,1,,7,8,6,5,2.0,4,1,1,2,7,2,4,3,3,Version 4,.533724308013916,3,2,30,1,1,2,2,3,3,3.0,4.0,2.0,3,3,3,3
1378,26859,1,,2,,8,4,7,2,2.0,2,1,2,2,7,1,4,3,3,Version 4,.505379140377045,2,1,30,2,1,2,2,2,3,3.0,2.0,2.0,3,3,3,3
1379,26860,3,,2,,8,12,4,1,1.0,6,1,2,2,7,3,4,1,3,Version 4,1.59341871738434,6,2,30,2,1,2,2,3,3,2.0,3.0,2.0,1,2,3,3
1380,26861,2,,2,,6,3,2,4,2.0,1,2,6,1,2,1,4,1,2,Version 4,2.28255391120911,2,1,30,1,2,3,2,1,2,5.0,2.0,2.0,2,1,1,3
1383,26864,1,,1,,8,4,19,3,2.0,2,1,1,2,7,1,4,1,1,Version 4,.375177890062332,1,1,30,2,3,5,3,2,3,2.0,1.0,2.0,3,3,4,3
1384,26865,2,,2,,5,3,21,4,2.0,1,2,6,1,2,1,4,1,2,Version 4,2.35895586013794,2,1,30,1,2,1,1,1,1,5.0,2.0,2.0,1,2,2,1
1385,26866,2,,2,,8,4,21,3,2.0,3,3,4,3,3,1,4,5,3,Version 4,.872480809688568,2,1,30,1,2,1,1,1,2,3.0,2.0,2.0,2,1,2,1
1388,26869,1,,1,,8,8,16,2,2.0,4,1,1,2,7,2,4,3,3,Version 4,2.01358366012573,3,2,30,2,1,2,2,2,3,1.0,3.0,2.0,4,2,2,3
1389,26870,2,,2,,8,4,21,2,2.0,3,3,4,3,3,1,4,5,3,Version 4,.505379140377045,2,1,30,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,3
1390,26871,2,,2,,5,13,4,4,,1,2,6,1,2,6,3,3,3,Version 4,.605839192867279,7,2,34,2,3,5,3,1,2,5.0,4.0,2.0,1,1,1,3
1392,26873,1,,1,,5,3,3,2,,2,1,1,1,5,1,3,1,1,Version 4,4.13336133956909,1,1,34,2,1,2,2,2,3,5.0,2.0,1.0,2,2,3,3
1394,26875,1,,1,,8,4,4,4,,3,3,3,2,6,1,3,5,3,Version 4,1.09670603275299,1,1,34,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
1395,26876,1,,1,,2,5,5,3,,4,1,1,1,5,2,3,3,3,Version 4,1.68371856212616,3,2,34,2,1,2,2,2,3,3.0,4.0,2.0,4,3,2,3
1396,26877,1,,2,,8,4,1,2,,3,3,4,1,4,1,3,2,3,Version 4,.465671271085739,2,1,34,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
1397,26878,2,,1,,8,13,2,2,,1,2,5,1,2,4,3,5,3,Version 4,.414293617010117,7,2,34,1,2,1,1,1,2,1.0,3.0,2.0,2,1,1,2
1507,26988,1,,2,,2,9,2,5,,6,1,2,2,7,3,4,1,3,Version 4,3.42283916473389,6,2,37,2,1,2,2,1,2,3.0,4.0,1.0,2,2,2,3
1570,27051,1,,1,,8,4,4,4,,2,1,1,2,7,1,2,1,1,Version 4,1.20427763462067,1,1,14,2,1,2,2,3,3,2.0,1.0,2.0,4,3,3,3
1571,27052,2,,1,,8,4,1,3,,1,2,5,1,2,1,2,5,3,Version 4,.379608392715454,1,1,14,1,2,1,1,2,2,3.0,2.0,2.0,2,2,1,2
1572,27053,1,,1,,8,4,3,4,,2,1,1,2,7,1,2,1,1,Version 4,.412480980157852,1,1,14,2,1,2,2,2,3,4.0,2.0,2.0,3,2,3,3
1573,27054,1,,2,,8,4,3,5,,3,3,4,1,4,1,2,1,2,Version 4,.26906743645668,2,1,14,2,1,2,2,2,3,3.0,2.0,2.0,2,3,3,3
1574,27055,1,,2,,7,4,3,3,,2,1,2,2,7,1,2,2,3,Version 4,.444689035415649,2,1,14,2,1,2,2,3,2,3.0,2.0,1.0,3,3,3,3
1575,27056,1,,1,,8,4,3,1,,3,3,3,1,4,1,2,1,1,Version 4,2.88877630233765,1,1,14,2,1,2,2,2,3,4.0,2.0,2.0,4,2,3,3
1576,27057,1,,2,,4,2,1,4,,2,1,2,2,7,1,2,2,3,Version 4,2.78992176055908,2,1,14,2,2,3,2,2,3,1.0,1.0,2.0,2,3,4,3
1579,27060,2,,1,,5,3,3,3,,1,2,5,3,1,1,2,1,1,Version 4,2.75774574279785,1,1,14,1,2,1,1,2,2,4.0,2.0,2.0,2,2,2,3
1580,27061,2,,2,,6,3,4,2,,1,2,6,3,1,1,2,2,3,Version 4,.898619055747986,2,1,14,1,2,1,1,1,1,1.0,1.0,2.0,1,2,1,3
1581,27062,2,,2,,6,3,3,4,,3,3,4,1,4,1,2,1,2,Version 4,1.15475428104401,2,1,14,2,2,3,2,2,2,4.0,2.0,2.0,2,2,3,3
1745,27226,2,,2,2.0,6,3,1,5,,1,2,6,3,1,1,2,5,3,Version 4,.88713800907135,2,1,32,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,3
1746,27227,2,,1,2.0,8,4,1,3,,1,2,5,3,1,1,2,2,3,Version 4,1.42441356182098,1,1,32,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,3
1747,27228,2,,2,2.0,6,3,1,3,,3,4,4,3,3,1,2,5,3,Version 4,.996923327445984,2,1,32,1,2,1,1,1,1,2.0,1.0,2.0,1,1,2,1
1748,27229,2,,2,2.0,6,3,1,5,,1,2,6,3,1,1,2,5,3,Version 4,.88713800907135,2,1,32,1,2,1,1,1,1,4.0,2.0,2.0,2,1,2,2
1749,27230,2,2.0,2,2.0,7,12,9,4,1.0,1,2,6,3,1,3,3,2,3,Version 4,.408030956983566,6,2,8,1,2,1,1,1,1,3.0,4.0,2.0,1,1,1,2
1750,27231,1,1.0,1,1.0,8,4,14,1,2.0,2,1,1,2,7,1,3,2,3,Version 4,1.92249977588654,1,1,8,2,1,2,2,2,3,1.0,1.0,1.0,3,2,2,3
1751,27232,1,1.0,1,1.0,8,4,13,5,2.0,2,1,1,2,7,1,3,2,3,Version 4,1.17570388317108,1,1,8,1,1,4,1,2,2,3.0,2.0,2.0,2,4,3,2
1752,27233,2,2.0,1,2.0,8,12,27,5,1.0,7,4,3,1,4,3,3,2,3,Version 4,.681435942649841,5,2,8,1,2,3,2,1,1,3.0,4.0,2.0,1,2,2,2
1753,27234,1,2.0,1,1.0,8,4,8,2,2.0,1,2,5,3,1,1,3,4,3,Version 4,6.28459358215332,1,1,8,2,3,5,2,1,3,3.0,2.0,2.0,2,1,1,3
1754,27235,1,1.0,1,1.0,8,4,15,2,2.0,2,1,1,1,5,1,3,2,3,Version 4,1.11717879772186,1,1,8,2,1,2,2,2,3,1.0,1.0,2.0,4,2,3,3
1755,27236,1,1.0,1,1.0,8,4,12,5,2.0,2,1,1,1,5,1,3,1,1,Version 4,.587851941585541,1,1,8,2,1,2,2,2,3,4.0,2.0,2.0,2,2,3,3
1756,27237,2,2.0,1,2.0,8,4,1,5,2.0,3,4,3,3,3,1,3,1,1,Version 4,1.20696973800659,1,1,8,2,2,3,2,2,2,1.0,1.0,2.0,2,1,1,3
1757,27238,1,1.0,1,1.0,7,8,12,4,2.0,5,3,3,1,4,2,3,1,3,Version 4,1.27232563495636,3,2,8,2,1,2,2,2,3,3.0,4.0,2.0,2,4,4,3
1758,27239,2,2.0,1,2.0,7,4,4,4,2.0,1,2,5,1,2,1,3,3,3,Version 4,2.72201013565063,1,1,8,1,2,1,1,1,1,5.0,2.0,2.0,2,4,1,3
1762,27243,1,1.0,1,1.0,8,8,27,5,2.0,4,1,1,2,7,2,3,2,3,Version 4,2.57340264320374,3,2,8,2,1,2,2,2,3,5.0,4.0,2.0,3,3,3,3
1764,27245,1,1.0,2,1.0,8,8,18,4,2.0,4,1,2,1,5,2,3,1,3,Version 4,.957176387310028,4,2,8,2,1,2,2,2,3,2.0,3.0,2.0,3,3,3,2
