,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
178,25658,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,36,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Suburbs,White suburban men,Version 4,.312752962112427,White men,White,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",Yes,Good,Hurt,Hurt,Becoming more divided
179,25659,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Latino 45-59,8,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 4,.654665946960449,Latino women,Non-white,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and non white",No,Good,Hurt,No impact,Becoming more divided
182,25662,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,All others,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Asian,West,"Cities 50,000-500,000",Other,Version 4,1.74487709999084,All other races,Non-white,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and non white",No,Good,No impact,Omit,Becoming more divided
184,25664,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,Latino 60+,15,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,"Cities 50,000-500,000",Other,Version 4,.924943447113037,Latino men,Non-white,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"Under $30,000","Under $50,000 and non white",No,Excellent,Helped,Helped,Becoming more united
186,25666,The Republican candidate,The Republican candidate,Male,Other,65 or over,White 60+,20,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,"Cities 50,000-500,000",Other,Version 4,1.26856255531311,White men,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$100,000-$199,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
187,25667,The Republican candidate,The Republican candidate,Female,The Democratic candidate,45-49,White 45-59,20,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 4,2.08067035675049,White women,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
188,25668,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,White 30-44,3,Bachelor's degree (BA or BS),No,White Independent,Something else,Independent Men,Liberal,Liberal Independents,White,West,Suburbs,White suburban men,Version 4,1.25227105617523,White men,White,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Not so good,No impact,Hurt,Becoming more divided
189,25669,The Republican candidate,The Republican candidate,Male,,50-59,White 45-59,7,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 4,1.11269390583038,White men,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,Hurt,No impact,Becoming more divided
190,25670,The Republican candidate,The Republican candidate,Male,Other,65 or over,White 60+,33,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 4,.310676693916321,White men,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more united
191,25671,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,12,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Other,West,"Cities over 500,000",Other,Version 4,2.09379506111145,Latino women,Non-white,California,Seriously off on the wrong track,Unfavorable,Neither party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
192,25672,The Republican candidate,The Republican candidate,Female,Other,30-39,White 30-44,48,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 4,4.02522802352905,White women,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Excellent,Helped,Helped,Staying about the same
193,25673,The Republican candidate,The Republican candidate,Female,,60-64,White 60+,45,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,West,Suburbs,White suburban women,Version 4,1.12826538085938,White women,White,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
194,25674,The Republican candidate,The Republican candidate,Male,The Democratic candidate,30-39,Latino 30-44,28,Bachelor's degree (BA or BS),Yes,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Hispanic/Latino,West,Suburbs,Other,Version 4,1.10730481147766,Latino men,Non-white,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$100,000-$199,999","Over $50,000 and non white",No,Excellent,Helped,No impact,Becoming more united
195,25675,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Latino 45-59,10,Associate's degree (AA or AS),Yes,Latino Independent,Something else,Independent Women,Conservative,Conservative Independents,White,West,Suburbs,Other,Version 4,.67736953496933,Latino women,Non-white,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and non white",No,Poor,Hurt,No impact,Becoming more divided
196,25676,The Republican candidate,The Republican candidate,Male,The Democratic candidate,65 or over,All others,16,Never attended college,No,All Other,Independent,Independent Men,Conservative,Conservative Independents,American Indian,West,Suburbs,Other,Version 4,1.02255988121033,All other races,Non-white,California,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,"$30,000-$49,999","Under $50,000 and non white",No,Excellent,No impact,No impact,Staying about the same
198,25678,The Republican candidate,The Republican candidate,Female,,30-39,White 30-44,14,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,Suburbs,White suburban women,Version 4,2.70508623123169,White women,White,California,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,$200.000 or more,"Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
199,25679,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,42,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,West,Suburbs,White suburban men,Version 4,.26183757185936,White men,White,California,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Poor,No impact,Hurt,Becoming more divided
200,25680,The Republican candidate,The Republican candidate,Male,,65 or over,Black 60+,36,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,Black,West,Suburbs,Other,Version 4,.23544554412365,Black men,Non-white,California,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
506,25986,The Democratic candidate,,Female,,60-64,White 60+,9,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 4,.623965263366699,White women,White,New Jersey,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Good,No impact,Hurt,Becoming more divided
509,25989,The Democratic candidate,,Female,,50-59,White 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,"Cities 50,000-500,000",Other,Version 4,1.4911642074585,White women,White,New Jersey,Seriously off on the wrong track,Omit,Omit,Unfavorable,About the same,To express opposition to Donald Trump,$200.000 or more,"Over $50,000 and white",No,Good,No impact,Omit,Becoming more divided
512,25992,The Democratic candidate,,Female,,65 or over,White 60+,6,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 4,.806288421154022,White women,White,New Jersey,Generally going in the right direction,Favorable,Omit,Omit,About the same,Donald Trump was not a factor,"$30,000-$49,999","Under $50,000 and white",No,Good,No impact,No impact,Becoming more divided
782,26263,The Democratic candidate,,Male,,50-59,Latino 45-59,2,Bachelor's degree (BA or BS),Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,West,Rural,Other,Version 4,1.28575384616852,Latino men,Non-white, New Mexico,Seriously off on the wrong track,Omit,Omit,Omit,About the same,To express support for Donald Trump,$200.000 or more,"Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
783,26264,Other,,Male,,30-39,Latino 30-44,1,Never attended college,Yes,Latino Independent,Independent,Independent Men,Conservative,Conservative Independents,American Indian,West,Rural,Other,Version 4,9.67565727233887,Latino men,Non-white, New Mexico,Seriously off on the wrong track,Omit,Omit,Favorable,About the same,Donald Trump was not a factor,"Under $30,000","Under $50,000 and non white",No,Poor,No impact,No impact,Becoming more divided
784,26265,The Democratic candidate,,Female,,50-59,White 45-59,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 4,.789079189300537,White women,White, New Mexico,Generally going in the right direction,Omit,Omit,Omit,Better,To express support for Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Excellent,Helped,Helped,Becoming more divided
785,26266,The Democratic candidate,,Female,,50-59,All others,1,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Women,Conservative,Conservative Independents,Other,West,"Cities over 500,000",Other,Version 4,1.46216261386871,All other races,Non-white, New Mexico,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,Worse,Donald Trump was not a factor,"Under $30,000","Under $50,000 and non white",No,Good,Helped,Hurt,Becoming more divided
